Store,Date,Sales,Open
35,2013-12-24,4904,1
36,2013-12-24,6198,1
37,2013-12-24,4140,1
38,2013-12-24,3783,1
39,2013-12-24,3724,1
40,2013-12-24,2172,1
41,2013-12-24,3755,1
42,2013-12-24,6354,1
43,2013-12-24,5132,1
44,2013-12-24,3785,1
45,2013-12-24,4608,1
46,2013-12-24,3397,1
47,2013-12-24,4690,1
48,2013-12-24,2973,1
49,2013-12-24,6422,1
50,2013-12-24,2897,1
1,2013-12-23,9528,1
2,2013-12-23,8640,1
3,2013-12-23,14461,1
4,2013-12-23,16941,1
5,2013-12-23,10877,1
6,2013-12-23,9914,1
7,2013-12-23,16186,1
8,2013-12-23,8753,1
9,2013-12-23,11032,1
10,2013-12-23,9534,1
11,2013-12-23,22822,1
12,2013-12-23,12694,1
13,2013-12-23,7081,1
14,2013-12-23,9792,1
15,2013-12-23,12123,1
16,2013-12-23,13845,1
17,2013-12-23,12700,1
18,2013-12-23,13519,1
19,2013-12-23,10640,1
20,2013-12-23,11753,1
21,2013-12-23,8010,1
22,2013-12-23,9437,1
23,2013-12-23,11431,1
24,2013-12-23,21299,1
25,2013-12-23,18194,1
26,2013-12-23,15556,1
27,2013-12-23,17569,1
28,2013-12-23,12373,1
29,2013-12-23,12616,1
30,2013-12-23,7860,1
31,2013-12-23,13252,1
32,2013-12-23,7246,1
33,2013-12-23,15419,1
34,2013-12-23,12372,1
35,2013-12-23,16403,1
36,2013-12-23,12753,1
37,2013-12-23,16481,1
38,2013-12-23,8768,1
39,2013-12-23,8264,1
40,2013-12-23,7637,1
41,2013-12-23,11205,1
42,2013-12-23,17596,1
43,2013-12-23,12747,1
44,2013-12-23,9231,1
45,2013-12-23,12290,1
46,2013-12-23,8358,1
47,2013-12-23,12549,1
48,2013-12-23,7329,1
49,2013-12-23,17705,1
50,2013-12-23,8542,1
1,2013-12-21,8043,1
2,2013-12-21,4941,1
3,2013-12-21,8215,1
4,2013-12-21,14207,1
5,2013-12-21,3995,1
6,2013-12-21,5524,1
7,2013-12-21,8942,1
8,2013-12-21,4307,1
9,2013-12-21,9456,1
10,2013-12-21,7007,1
11,2013-12-21,14764,1
12,2013-12-21,10151,1
13,2013-12-21,6480,1
14,2013-12-21,5294,1
15,2013-12-21,7903,1
16,2013-12-21,8809,1
17,2013-12-21,6345,1
18,2013-12-21,6895,1
19,2013-12-21,6442,1
20,2013-12-21,7960,1
21,2013-12-21,6500,1
22,2013-12-21,5868,1
23,2013-12-21,7987,1
24,2013-12-21,11792,1
25,2013-12-21,13051,1
26,2013-12-21,9926,1
27,2013-12-21,13859,1
28,2013-12-21,5540,1
29,2013-12-21,8930,1
30,2013-12-21,7868,1
31,2013-12-21,9570,1
32,2013-12-21,3883,1
33,2013-12-21,11814,1
34,2013-12-21,10683,1
35,2013-12-21,11325,1
36,2013-12-21,10215,1
37,2013-12-21,13316,1
38,2013-12-21,9120,1
39,2013-12-21,4941,1
40,2013-12-21,8438,1
41,2013-12-21,9206,1
42,2013-12-21,12665,1
43,2013-12-21,8348,1
44,2013-12-21,6982,1
45,2013-12-21,8928,1
46,2013-12-21,8357,1
47,2013-12-21,8715,1
48,2013-12-21,5089,1
49,2013-12-21,11424,1
50,2013-12-21,6646,1
1,2013-12-20,8414,1
2,2013-12-20,7574,1
3,2013-12-20,12352,1
4,2013-12-20,14757,1
5,2013-12-20,8129,1
6,2013-12-20,8857,1
7,2013-12-20,14451,1
8,2013-12-20,8010,1
9,2013-12-20,9849,1
10,2013-12-20,8268,1
11,2013-12-20,17565,1
12,2013-12-20,11173,1
13,2013-12-20,7997,1
14,2013-12-20,8295,1
15,2013-12-20,9974,1
16,2013-12-20,11139,1
17,2013-12-20,10798,1
18,2013-12-20,11788,1
19,2013-12-20,9762,1
20,2013-12-20,8872,1
21,2013-12-20,8450,1
22,2013-12-20,7947,1
23,2013-12-20,9977,1
24,2013-12-20,17476,1
25,2013-12-20,15314,1
26,2013-12-20,12363,1
27,2013-12-20,17051,1
28,2013-12-20,9873,1
29,2013-12-20,11096,1
30,2013-12-20,7380,1
31,2013-12-20,10303,1
32,2013-12-20,5896,1
33,2013-12-20,11941,1
34,2013-12-20,11881,1
35,2013-12-20,15362,1
36,2013-12-20,11534,1
37,2013-12-20,13709,1
38,2013-12-20,9174,1
39,2013-12-20,6960,1
40,2013-12-20,8059,1
41,2013-12-20,9358,1
42,2013-12-20,15996,1
43,2013-12-20,11736,1
44,2013-12-20,8652,1
45,2013-12-20,9342,1
46,2013-12-20,8651,1
47,2013-12-20,10046,1
48,2013-12-20,6082,1
49,2013-12-20,11904,1
50,2013-12-20,7334,1
1,2013-12-19,6788,1
2,2013-12-19,8559,1
3,2013-12-19,10463,1
4,2013-12-19,13259,1
5,2013-12-19,8331,1
6,2013-12-19,8291,1
7,2013-12-19,12051,1
8,2013-12-19,7867,1
9,2013-12-19,8222,1
10,2013-12-19,7536,1
11,2013-12-19,16402,1
12,2013-12-19,11470,1
13,2013-12-19,8004,1
14,2013-12-19,7529,1
15,2013-12-19,9365,1
16,2013-12-19,10754,1
17,2013-12-19,11216,1
18,2013-12-19,10863,1
19,2013-12-19,9121,1
20,2013-12-19,11630,1
21,2013-12-19,8838,1
22,2013-12-19,7893,1
23,2013-12-19,10011,1
24,2013-12-19,14895,1
25,2013-12-19,15790,1
26,2013-12-19,12408,1
27,2013-12-19,14694,1
28,2013-12-19,9728,1
29,2013-12-19,10216,1
30,2013-12-19,8578,1
31,2013-12-19,9929,1
32,2013-12-19,6626,1
33,2013-12-19,10871,1
34,2013-12-19,11461,1
35,2013-12-19,13951,1
36,2013-12-19,12204,1
37,2013-12-19,11941,1
38,2013-12-19,7980,1
39,2013-12-19,6863,1
40,2013-12-19,7341,1
41,2013-12-19,8617,1
42,2013-12-19,14838,1
43,2013-12-19,10637,1
44,2013-12-19,8422,1
45,2013-12-19,8802,1
46,2013-12-19,8272,1
47,2013-12-19,10010,1
48,2013-12-19,5252,1
49,2013-12-19,11121,1
50,2013-12-19,5956,1
1,2013-12-18,7821,1
2,2013-12-18,10019,1
3,2013-12-18,12564,1
4,2013-12-18,13440,1
5,2013-12-18,9315,1
6,2013-12-18,7958,1
7,2013-12-18,12917,1
8,2013-12-18,8575,1
9,2013-12-18,8672,1
10,2013-12-18,7893,1
11,2013-12-18,19659,1
12,2013-12-18,13211,1
13,2013-12-18,8187,1
14,2013-12-18,8494,1
15,2013-12-18,10233,1
16,2013-12-18,12259,1
17,2013-12-18,12929,1
18,2013-12-18,10431,1
19,2013-12-18,9932,1
20,2013-12-18,11491,1
21,2013-12-18,8707,1
22,2013-12-18,7091,1
23,2013-12-18,10742,1
24,2013-12-18,16182,1
25,2013-12-18,14963,1
26,2013-12-18,11762,1
27,2013-12-18,16440,1
28,2013-12-18,10122,1
29,2013-12-18,10103,1
30,2013-12-18,9501,1
31,2013-12-18,9945,1
32,2013-12-18,6610,1
33,2013-12-18,12073,1
34,2013-12-18,11856,1
35,2013-12-18,13191,1
36,2013-12-18,11026,1
37,2013-12-18,11728,1
38,2013-12-18,9124,1
39,2013-12-18,8536,1
40,2013-12-18,8581,1
41,2013-12-18,7531,1
42,2013-12-18,18142,1
43,2013-12-18,12632,1
44,2013-12-18,8616,1
45,2013-12-18,8040,1
46,2013-12-18,9073,1
47,2013-12-18,10887,1
48,2013-12-18,5957,1
49,2013-12-18,12271,1
50,2013-12-18,7222,1
1,2013-12-17,7356,1
2,2013-12-17,10374,1
3,2013-12-17,14555,1
4,2013-12-17,14471,1
5,2013-12-17,9413,1
6,2013-12-17,9041,1
7,2013-12-17,14900,1
8,2013-12-17,9375,1
9,2013-12-17,9620,1
10,2013-12-17,8109,1
11,2013-12-17,18351,1
12,2013-12-17,13145,1
13,2013-12-17,8873,1
14,2013-12-17,8580,1
15,2013-12-17,11383,1
16,2013-12-17,13073,1
17,2013-12-17,14280,1
18,2013-12-17,10795,1
19,2013-12-17,10554,1
20,2013-12-17,12849,1
21,2013-12-17,9607,1
22,2013-12-17,7467,1
23,2013-12-17,10514,1
24,2013-12-17,16666,1
25,2013-12-17,17391,1
26,2013-12-17,11155,1
27,2013-12-17,19313,1
28,2013-12-17,11031,1
29,2013-12-17,11765,1
30,2013-12-17,10752,1
31,2013-12-17,9535,1
32,2013-12-17,7041,1
33,2013-12-17,12697,1
34,2013-12-17,12648,1
35,2013-12-17,14557,1
36,2013-12-17,12459,1
37,2013-12-17,13139,1
38,2013-12-17,10685,1
39,2013-12-17,8107,1
40,2013-12-17,9464,1
41,2013-12-17,8585,1
42,2013-12-17,16438,1
43,2013-12-17,13280,1
44,2013-12-17,10156,1
45,2013-12-17,8394,1
46,2013-12-17,9064,1
47,2013-12-17,11289,1
48,2013-12-17,6947,1
49,2013-12-17,11600,1
50,2013-12-17,6560,1
1,2013-12-16,8277,1
2,2013-12-16,10479,1
3,2013-12-16,14647,1
4,2013-12-16,16843,1
5,2013-12-16,11692,1
6,2013-12-16,11139,1
7,2013-12-16,18413,1
8,2013-12-16,10322,1
9,2013-12-16,11444,1
10,2013-12-16,9123,1
11,2013-12-16,20943,1
12,2013-12-16,16747,1
13,2013-12-16,10455,1
14,2013-12-16,10520,1
15,2013-12-16,13392,1
16,2013-12-16,15288,1
17,2013-12-16,17845,1
18,2013-12-16,14671,1
19,2013-12-16,12729,1
20,2013-12-16,12595,1
21,2013-12-16,13012,1
22,2013-12-16,8520,1
23,2013-12-16,13460,1
24,2013-12-16,21022,1
25,2013-12-16,18854,1
26,2013-12-16,16562,1
27,2013-12-16,22589,1
28,2013-12-16,12958,1
29,2013-12-16,15758,1
30,2013-12-16,11074,1
31,2013-12-16,12192,1
32,2013-12-16,7800,1
33,2013-12-16,14721,1
34,2013-12-16,13357,1
35,2013-12-16,18320,1
36,2013-12-16,12841,1
37,2013-12-16,14688,1
38,2013-12-16,13244,1
39,2013-12-16,12004,1
40,2013-12-16,9971,1
41,2013-12-16,10672,1
42,2013-12-16,21915,1
43,2013-12-16,14229,1
44,2013-12-16,12037,1
45,2013-12-16,9832,1
46,2013-12-16,11652,1
47,2013-12-16,13241,1
48,2013-12-16,7183,1
49,2013-12-16,14453,1
50,2013-12-16,9178,1
1,2013-12-14,6119,1
2,2013-12-14,3236,1
3,2013-12-14,6688,1
4,2013-12-14,12110,1
5,2013-12-14,2014,1
6,2013-12-14,5885,1
7,2013-12-14,7511,1
8,2013-12-14,3346,1
9,2013-12-14,6208,1
10,2013-12-14,5689,1
11,2013-12-14,12673,1
12,2013-12-14,8452,1
13,2013-12-14,5078,1
14,2013-12-14,3806,1
15,2013-12-14,5859,1
16,2013-12-14,6580,1
17,2013-12-14,4769,1
18,2013-12-14,4990,1
19,2013-12-14,5208,1
20,2013-12-14,6029,1
21,2013-12-14,5477,1
22,2013-12-14,4016,1
23,2013-12-14,5554,1
24,2013-12-14,8778,1
25,2013-12-14,9625,1
26,2013-12-14,7658,1
27,2013-12-14,12067,1
28,2013-12-14,3322,1
29,2013-12-14,6189,1
30,2013-12-14,6464,1
31,2013-12-14,6750,1
32,2013-12-14,2671,1
33,2013-12-14,8677,1
34,2013-12-14,8558,1
35,2013-12-14,8265,1
36,2013-12-14,10573,1
37,2013-12-14,10522,1
38,2013-12-14,6655,1
39,2013-12-14,3153,1
40,2013-12-14,8734,1
41,2013-12-14,6074,1
42,2013-12-14,9667,1
43,2013-12-14,5508,1
44,2013-12-14,4565,1
45,2013-12-14,5913,1
46,2013-12-14,6381,1
47,2013-12-14,6543,1
48,2013-12-14,4624,1
49,2013-12-14,8180,1
50,2013-12-14,5435,1
1,2013-12-13,4703,1
2,2013-12-13,4808,1
3,2013-12-13,7146,1
4,2013-12-13,8689,1
5,2013-12-13,5021,1
6,2013-12-13,7312,1
7,2013-12-13,8140,1
8,2013-12-13,4975,1
9,2013-12-13,5633,1
10,2013-12-13,6023,1
11,2013-12-13,11690,1
12,2013-12-13,8465,1
13,2013-12-13,4619,1
14,2013-12-13,5845,1
15,2013-12-13,6875,1
16,2013-12-13,7373,1
17,2013-12-13,6515,1
18,2013-12-13,7272,1
19,2013-12-13,6296,1
20,2013-12-13,7819,1
21,2013-12-13,4577,1
22,2013-12-13,5173,1
23,2013-12-13,5487,1
24,2013-12-13,9587,1
25,2013-12-13,10667,1
26,2013-12-13,6801,1
27,2013-12-13,9873,1
28,2013-12-13,6237,1
29,2013-12-13,6674,1
30,2013-12-13,5120,1
31,2013-12-13,7264,1
32,2013-12-13,3813,1
33,2013-12-13,7241,1
34,2013-12-13,7628,1
35,2013-12-13,8736,1
36,2013-12-13,10176,1
37,2013-12-13,7353,1
38,2013-12-13,4527,1
39,2013-12-13,4285,1
40,2013-12-13,5922,1
41,2013-12-13,5412,1
42,2013-12-13,10156,1
43,2013-12-13,7316,1
44,2013-12-13,5797,1
45,2013-12-13,5804,1
46,2013-12-13,5480,1
47,2013-12-13,6998,1
48,2013-12-13,4574,1
49,2013-12-13,7212,1
50,2013-12-13,3941,1
1,2013-12-12,4074,1
2,2013-12-12,5232,1
3,2013-12-12,6921,1
4,2013-12-12,8463,1
5,2013-12-12,5048,1
6,2013-12-12,6717,1
7,2013-12-12,8491,1
8,2013-12-12,5784,1
9,2013-12-12,5296,1
10,2013-12-12,5663,1
11,2013-12-12,10857,1
12,2013-12-12,7215,1
13,2013-12-12,3572,1
14,2013-12-12,5170,1
15,2013-12-12,6647,1
16,2013-12-12,7067,1
17,2013-12-12,7857,1
18,2013-12-12,6451,1
19,2013-12-12,5729,1
20,2013-12-12,8421,1
21,2013-12-12,4573,1
22,2013-12-12,4911,1
23,2013-12-12,4879,1
24,2013-12-12,8259,1
25,2013-12-12,11393,1
26,2013-12-12,6070,1
27,2013-12-12,9408,1
28,2013-12-12,6017,1
29,2013-12-12,5904,1
30,2013-12-12,6218,1
31,2013-12-12,6232,1
32,2013-12-12,4219,1
33,2013-12-12,7114,1
34,2013-12-12,6670,1
35,2013-12-12,8788,1
36,2013-12-12,8195,1
37,2013-12-12,7080,1
38,2013-12-12,4553,1
39,2013-12-12,4131,1
40,2013-12-12,5743,1
41,2013-12-12,5648,1
42,2013-12-12,9740,1
43,2013-12-12,7187,1
44,2013-12-12,5170,1
45,2013-12-12,5132,1
46,2013-12-12,4349,1
47,2013-12-12,7685,1
48,2013-12-12,4411,1
49,2013-12-12,6663,1
50,2013-12-12,4173,1
1,2013-12-11,4301,1
2,2013-12-11,6052,1
3,2013-12-11,7577,1
4,2013-12-11,8480,1
5,2013-12-11,5517,1
6,2013-12-11,6498,1
7,2013-12-11,8632,1
8,2013-12-11,4912,1
9,2013-12-11,5635,1
10,2013-12-11,5002,1
11,2013-12-11,10674,1
12,2013-12-11,7982,1
13,2013-12-11,3607,1
14,2013-12-11,5649,1
15,2013-12-11,6523,1
16,2013-12-11,7238,1
17,2013-12-11,6429,1
18,2013-12-11,7531,1
19,2013-12-11,6222,1
20,2013-12-11,8243,1
21,2013-12-11,3818,1
22,2013-12-11,4415,1
23,2013-12-11,5061,1
24,2013-12-11,8337,1
25,2013-12-11,10451,1
26,2013-12-11,4950,1
27,2013-12-11,8441,1
28,2013-12-11,5916,1
29,2013-12-11,5482,1
30,2013-12-11,5478,1
31,2013-12-11,5220,1
32,2013-12-11,4145,1
33,2013-12-11,7542,1
34,2013-12-11,7873,1
35,2013-12-11,7994,1
36,2013-12-11,8651,1
37,2013-12-11,6376,1
38,2013-12-11,4366,1
39,2013-12-11,4157,1
40,2013-12-11,6412,1
41,2013-12-11,5830,1
42,2013-12-11,10093,1
43,2013-12-11,7051,1
44,2013-12-11,5622,1
45,2013-12-11,4247,1
46,2013-12-11,4463,1
47,2013-12-11,8110,1
48,2013-12-11,4416,1
49,2013-12-11,6607,1
50,2013-12-11,3035,1
1,2013-12-10,4228,1
2,2013-12-10,4994,1
3,2013-12-10,6595,1
4,2013-12-10,8150,1
5,2013-12-10,4973,1
6,2013-12-10,7418,1
7,2013-12-10,9551,1
8,2013-12-10,5388,1
9,2013-12-10,5725,1
10,2013-12-10,5908,1
11,2013-12-10,11454,1
12,2013-12-10,7765,1
13,2013-12-10,3098,1
14,2013-12-10,5258,1
15,2013-12-10,6665,1
16,2013-12-10,7754,1
17,2013-12-10,7300,1
18,2013-12-10,6453,1
19,2013-12-10,6081,1
20,2013-12-10,8620,1
21,2013-12-10,3733,1
22,2013-12-10,5257,1
23,2013-12-10,5447,1
24,2013-12-10,8956,1
25,2013-12-10,11696,1
26,2013-12-10,6421,1
27,2013-12-10,10199,1
28,2013-12-10,6509,1
29,2013-12-10,6125,1
30,2013-12-10,6292,1
31,2013-12-10,5802,1
32,2013-12-10,4405,1
33,2013-12-10,7865,1
34,2013-12-10,7212,1
35,2013-12-10,8353,1
36,2013-12-10,8225,1
37,2013-12-10,5716,1
38,2013-12-10,4337,1
39,2013-12-10,4505,1
40,2013-12-10,6085,1
41,2013-12-10,4858,1
42,2013-12-10,10055,1
43,2013-12-10,6634,1
44,2013-12-10,5270,1
45,2013-12-10,4169,1
46,2013-12-10,4269,1
47,2013-12-10,7915,1
48,2013-12-10,4474,1
49,2013-12-10,5747,1
50,2013-12-10,2707,1
1,2013-12-09,4462,1
2,2013-12-09,4392,1
3,2013-12-09,5478,1
4,2013-12-09,8907,1
5,2013-12-09,3879,1
6,2013-12-09,6090,1
7,2013-12-09,10010,1
8,2013-12-09,5099,1
9,2013-12-09,6350,1
10,2013-12-09,5036,1
11,2013-12-09,10871,1
12,2013-12-09,7199,1
13,2013-12-09,4531,1
14,2013-12-09,5926,1
15,2013-12-09,7072,1
16,2013-12-09,7562,1
17,2013-12-09,6355,1
18,2013-12-09,6111,1
19,2013-12-09,6307,1
20,2013-12-09,8569,1
21,2013-12-09,4393,1
22,2013-12-09,4930,1
23,2013-12-09,5626,1
24,2013-12-09,9431,1
25,2013-12-09,11651,1
26,2013-12-09,6266,1
27,2013-12-09,8722,1
28,2013-12-09,5781,1
29,2013-12-09,6352,1
30,2013-12-09,6160,1
31,2013-12-09,6453,1
32,2013-12-09,4277,1
33,2013-12-09,8312,1
34,2013-12-09,7606,1
35,2013-12-09,8633,1
36,2013-12-09,9191,1
37,2013-12-09,7040,1
38,2013-12-09,4081,1
39,2013-12-09,4672,1
40,2013-12-09,5904,1
41,2013-12-09,5890,1
42,2013-12-09,10625,1
43,2013-12-09,7158,1
44,2013-12-09,4594,1
45,2013-12-09,4574,1
46,2013-12-09,4512,1
47,2013-12-09,7040,1
48,2013-12-09,4032,1
49,2013-12-09,6063,1
50,2013-12-09,3437,1
1,2013-12-07,5799,1
2,2013-12-07,2534,1
3,2013-12-07,7151,1
4,2013-12-07,10544,1
5,2013-12-07,2228,1
6,2013-12-07,4437,1
7,2013-12-07,6733,1
8,2013-12-07,3881,1
9,2013-12-07,7046,1
10,2013-12-07,4966,1
11,2013-12-07,10893,1
12,2013-12-07,7509,1
13,2013-12-07,4900,1
14,2013-12-07,4020,1
15,2013-12-07,5475,1
16,2013-12-07,5801,1
17,2013-12-07,3885,1
18,2013-12-07,4841,1
19,2013-12-07,4697,1
20,2013-12-07,5889,1
21,2013-12-07,5242,1
22,2013-12-07,3972,1
23,2013-12-07,5147,1
24,2013-12-07,7821,1
25,2013-12-07,9840,1
26,2013-12-07,5374,1
27,2013-12-07,9537,1
28,2013-12-07,2713,1
29,2013-12-07,6684,1
30,2013-12-07,6235,1
31,2013-12-07,6191,1
32,2013-12-07,2368,1
33,2013-12-07,8520,1
34,2013-12-07,7481,1
35,2013-12-07,8066,1
36,2013-12-07,10632,1
37,2013-12-07,9181,1
38,2013-12-07,6115,1
39,2013-12-07,3454,1
40,2013-12-07,7738,1
41,2013-12-07,4831,1
42,2013-12-07,9389,1
43,2013-12-07,4268,1
44,2013-12-07,4867,1
45,2013-12-07,5867,1
46,2013-12-07,6102,1
47,2013-12-07,6270,1
48,2013-12-07,4013,1
49,2013-12-07,6478,1
50,2013-12-07,3558,1
1,2013-12-06,6112,1
2,2013-12-06,4816,1
3,2013-12-06,8300,1
4,2013-12-06,10597,1
5,2013-12-06,5011,1
6,2013-12-06,7941,1
7,2013-12-06,7938,1
8,2013-12-06,5501,1
9,2013-12-06,6466,1
10,2013-12-06,5937,1
11,2013-12-06,8180,1
12,2013-12-06,7173,1
13,2013-12-06,6272,1
14,2013-12-06,7142,1
15,2013-12-06,7045,1
16,2013-12-06,9005,1
17,2013-12-06,6388,1
18,2013-12-06,7361,1
19,2013-12-06,7973,1
20,2013-12-06,7389,1
21,2013-12-06,6245,1
22,2013-12-06,5358,1
23,2013-12-06,3896,1
24,2013-12-06,11406,1
25,2013-12-06,12899,1
26,2013-12-06,6269,1
27,2013-12-06,10605,1
28,2013-12-06,5656,1
29,2013-12-06,7595,1
30,2013-12-06,5256,1
31,2013-12-06,6340,1
32,2013-12-06,4218,1
33,2013-12-06,8395,1
34,2013-12-06,8117,1
35,2013-12-06,10245,1
36,2013-12-06,10684,1
37,2013-12-06,6898,1
38,2013-12-06,5113,1
39,2013-12-06,5449,1
40,2013-12-06,6319,1
41,2013-12-06,4068,1
42,2013-12-06,12305,1
43,2013-12-06,8190,1
44,2013-12-06,5893,1
45,2013-12-06,6662,1
46,2013-12-06,6531,1
47,2013-12-06,6919,1
48,2013-12-06,3952,1
49,2013-12-06,9118,1
50,2013-12-06,5222,1
1,2013-12-05,5691,1
2,2013-12-05,7163,1
3,2013-12-05,7872,1
4,2013-12-05,12178,1
5,2013-12-05,7765,1
6,2013-12-05,9665,1
7,2013-12-05,9398,1
8,2013-12-05,7335,1
9,2013-12-05,6715,1
10,2013-12-05,6293,1
11,2013-12-05,8502,1
12,2013-12-05,9054,1
13,2013-12-05,6598,1
14,2013-12-05,7119,1
15,2013-12-05,7430,1
16,2013-12-05,11124,1
17,2013-12-05,9400,1
18,2013-12-05,9174,1
19,2013-12-05,7944,1
20,2013-12-05,10709,1
21,2013-12-05,7875,1
22,2013-12-05,6453,1
23,2013-12-05,8753,1
24,2013-12-05,12363,1
25,2013-12-05,15179,1
26,2013-12-05,10432,1
27,2013-12-05,10955,1
28,2013-12-05,9558,1
29,2013-12-05,8753,1
30,2013-12-05,7796,1
31,2013-12-05,7465,1
32,2013-12-05,5114,1
33,2013-12-05,10034,1
34,2013-12-05,10610,1
35,2013-12-05,12239,1
36,2013-12-05,11029,1
37,2013-12-05,10685,1
38,2013-12-05,7029,1
39,2013-12-05,5916,1
40,2013-12-05,6253,1
41,2013-12-05,6257,1
42,2013-12-05,12332,1
43,2013-12-05,10474,1
44,2013-12-05,8163,1
45,2013-12-05,7717,1
46,2013-12-05,7372,1
47,2013-12-05,8842,1
48,2013-12-05,5169,1
49,2013-12-05,11456,1
50,2013-12-05,6371,1
1,2013-12-04,5688,1
2,2013-12-04,8202,1
3,2013-12-04,9624,1
4,2013-12-04,10379,1
5,2013-12-04,7284,1
6,2013-12-04,8531,1
7,2013-12-04,11853,1
8,2013-12-04,6884,1
9,2013-12-04,6470,1
10,2013-12-04,5291,1
11,2013-12-04,13963,1
12,2013-12-04,12354,1
13,2013-12-04,6928,1
14,2013-12-04,6936,1
15,2013-12-04,10110,1
16,2013-12-04,9620,1
17,2013-12-04,10307,1
18,2013-12-04,9590,1
19,2013-12-04,8430,1
20,2013-12-04,9219,1
21,2013-12-04,6983,1
22,2013-12-04,5738,1
23,2013-12-04,7456,1
24,2013-12-04,12589,1
25,2013-12-04,13358,1
26,2013-12-04,9888,1
27,2013-12-04,13633,1
28,2013-12-04,7517,1
29,2013-12-04,8976,1
30,2013-12-04,7229,1
31,2013-12-04,8721,1
32,2013-12-04,5718,1
33,2013-12-04,10233,1
34,2013-12-04,9914,1
35,2013-12-04,11870,1
36,2013-12-04,9728,1
37,2013-12-04,9722,1
38,2013-12-04,6956,1
39,2013-12-04,7102,1
40,2013-12-04,6530,1
41,2013-12-04,7054,1
42,2013-12-04,14403,1
43,2013-12-04,9037,1
44,2013-12-04,7236,1
45,2013-12-04,6810,1
46,2013-12-04,6562,1
47,2013-12-04,10464,1
48,2013-12-04,5592,1
49,2013-12-04,10228,1
50,2013-12-04,5628,1
1,2013-12-03,6293,1
2,2013-12-03,8137,1
3,2013-12-03,10485,1
4,2013-12-03,12080,1
5,2013-12-03,7663,1
6,2013-12-03,9182,1
7,2013-12-03,12132,1
8,2013-12-03,8255,1
9,2013-12-03,7711,1
10,2013-12-03,7223,1
11,2013-12-03,13827,1
12,2013-12-03,11692,1
13,2013-12-03,6688,1
14,2013-12-03,8318,1
15,2013-12-03,10434,1
16,2013-12-03,10667,1
17,2013-12-03,10769,1
18,2013-12-03,9163,1
19,2013-12-03,8534,1
20,2013-12-03,10535,1
21,2013-12-03,8318,1
22,2013-12-03,6811,1
23,2013-12-03,8071,1
24,2013-12-03,13609,1
25,2013-12-03,16531,1
26,2013-12-03,9174,1
27,2013-12-03,15206,1
28,2013-12-03,9409,1
29,2013-12-03,8943,1
30,2013-12-03,9208,1
31,2013-12-03,8478,1
32,2013-12-03,5832,1
33,2013-12-03,10681,1
34,2013-12-03,10457,1
35,2013-12-03,12467,1
36,2013-12-03,10806,1
37,2013-12-03,9788,1
38,2013-12-03,7308,1
39,2013-12-03,8147,1
40,2013-12-03,7868,1
41,2013-12-03,7261,1
42,2013-12-03,14266,1
43,2013-12-03,10277,1
44,2013-12-03,8541,1
45,2013-12-03,6762,1
46,2013-12-03,7546,1
47,2013-12-03,10502,1
48,2013-12-03,5390,1
49,2013-12-03,10289,1
50,2013-12-03,5517,1
1,2013-12-02,6943,1
2,2013-12-02,8836,1
3,2013-12-02,12144,1
4,2013-12-02,14106,1
5,2013-12-02,9761,1
6,2013-12-02,10992,1
7,2013-12-02,15705,1
8,2013-12-02,9550,1
9,2013-12-02,8623,1
10,2013-12-02,8101,1
11,2013-12-02,16727,1
12,2013-12-02,13749,1
13,2013-12-02,9071,1
14,2013-12-02,8612,1
15,2013-12-02,11499,1
16,2013-12-02,11992,1
17,2013-12-02,13442,1
18,2013-12-02,11172,1
19,2013-12-02,10409,1
20,2013-12-02,10580,1
21,2013-12-02,10063,1
22,2013-12-02,7428,1
23,2013-12-02,10222,1
24,2013-12-02,16894,1
25,2013-12-02,18437,1
26,2013-12-02,12406,1
27,2013-12-02,16869,1
28,2013-12-02,12968,1
29,2013-12-02,12623,1
30,2013-12-02,10168,1
31,2013-12-02,8829,1
32,2013-12-02,6858,1
33,2013-12-02,12917,1
34,2013-12-02,13001,1
35,2013-12-02,15435,1
36,2013-12-02,13621,1
37,2013-12-02,10753,1
38,2013-12-02,9777,1
39,2013-12-02,10553,1
40,2013-12-02,8813,1
41,2013-12-02,8928,1
42,2013-12-02,16365,1
43,2013-12-02,12249,1
44,2013-12-02,11107,1
45,2013-12-02,8303,1
46,2013-12-02,9547,1
47,2013-12-02,11677,1
48,2013-12-02,6547,1
49,2013-12-02,11387,1
50,2013-12-02,6831,1
1,2013-11-30,6373,1
2,2013-11-30,3343,1
3,2013-11-30,6960,1
4,2013-11-30,13394,1
5,2013-11-30,2704,1
6,2013-11-30,5335,1
7,2013-11-30,8442,1
8,2013-11-30,4069,1
9,2013-11-30,8052,1
10,2013-11-30,6766,1
11,2013-11-30,11865,1
12,2013-11-30,10036,1
13,2013-11-30,6276,1
14,2013-11-30,4084,1
15,2013-11-30,7615,1
16,2013-11-30,7240,1
17,2013-11-30,3999,1
18,2013-11-30,5318,1
19,2013-11-30,6351,1
20,2013-11-30,6561,1
21,2013-11-30,5665,1
22,2013-11-30,4814,1
23,2013-11-30,6256,1
24,2013-11-30,9771,1
25,2013-11-30,12342,1
26,2013-11-30,6462,1
27,2013-11-30,11444,1
28,2013-11-30,3455,1
29,2013-11-30,9569,1
30,2013-11-30,5987,1
31,2013-11-30,7945,1
32,2013-11-30,2774,1
33,2013-11-30,10535,1
